ticket_id,description,timestamp,category
1,"Software crashed, urgent help needed!",2025-07-01 09:00,Software
2,"Password reset needed",2025-07-01 10:15,Account
3,"Server down, critical issue!",2025-07-01 11:30,Server
4,"Need help with login",2025-07-02 08:45,Account
5,"App not working, error 404",2025-07-02 12:00,Software
6,"Billing issue, please resolve",2025-07-02 14:20,Billing
7,"Urgent: Database access denied",2025-07-03 09:10,Database
8,"Feature request: add dark mode",2025-07-03 10:00,Feature
9,"App freezing on startup",2025-07-03 11:45,Software
10,"Payment not processed",2025-07-04 13:00,Billing
11,"Critical error in checkout",2025-07-04 15:30,Software
12,"Need assistance with setup",2025-07-05 09:30,Account
13,"Server timeout, urgent!",2025-07-05 11:00,Server
14,"Login page not loading",2025-07-06 10:15,Account
15,"App crashed during update",2025-07-06 12:45,Software
16,"Billing query: overcharged",2025-07-07 08:00,Billing
17,"VPN connection failed",2025-07-07 09:20,Network
18,"Urgent: data loss issue",2025-07-08 10:30,Database
19,"Feature not working as expected",2025-07-08 14:00,Software
20,"Help with account recovery",2025-07-09 11:10,Account
21,"Server maintenance required",2025-07-09 13:45,Server
22,"Software update failed",2025-07-09 15:20,Software
23,"Incorrect billing amount",2025-07-10 09:00,Billing
24,"Feature request: export data option",2025-07-10 10:30,Feature
25,"Database query running slow",2025-07-10 12:15,Database
26,"Unable to access account",2025-07-11 08:50,Account
27,"App crashes on specific page",2025-07-11 11:00,Software
28,"Network latency issue",2025-07-11 14:10,Network
29,"Payment gateway error",2025-07-12 09:25,Billing
30,"Server reboot needed",2025-07-12 12:40,Server
31,"Login credentials not working",2025-07-12 15:00,Account
32,"Software bug: incorrect data display",2025-07-13 10:00,Software
33,"Feature request: multi-user support",2025-07-13 11:30,Feature
34,"Database backup failed",2025-07-13 13:45,Database
35,"Billing dispute: refund request",2025-07-14 08:20,Billing
36,"App not syncing with server",2025-07-14 10:50,Software
37,"Network connection unstable",2025-07-14 12:00,Network
38,"Account verification issue",2025-07-15 09:15,Account
39,"Server overload, slow response",2025-07-15 11:30,Server
40,"Software error: missing files",2025-07-15 14:45,Software
41,"Feature request: custom notifications",2025-07-16 08:30,Feature
42,"Database access timeout",2025-07-16 10:20,Database
43,"Billing issue: double charge",2025-07-16 12:10,Billing
44,"App crashes during export",2025-07-17 09:40,Software
45,"Network firewall blocking access",2025-07-17 11:50,Network
46,"Account locked after failed attempts",2025-07-17 14:00,Account
47,"Server maintenance schedule needed",2025-07-18 08:15,Server
48,"Software update caused errors",2025-07-18 10:25,Software
49,"Feature request: offline mode",2025-07-18 12:30,Feature
50,"Database corruption detected",2025-07-19 09:00,Database
51,"Billing query: subscription renewal",2025-07-19 11:15,Billing
52,"App slow to load",2025-07-19 13:20,Software
53,"Network outage reported",2025-07-20 08:45,Network
54,"Account email update needed",2025-07-20 10:10,Account
55,"Server crash during peak hours",2025-07-20 12:00,Server
56,"Software bug: incorrect calculations",2025-07-21 09:30,Software
57,"Feature request: API integration",2025-07-21 11:45,Feature
58,"Database migration issue",2025-07-21 14:00,Database
59,"Billing error: wrong plan charged",2025-07-22 08:20,Billing
60,"App not responding to inputs",2025-07-22 10:35,Software
61,"Network security concern",2025-07-22 12:50,Network
62,"Account password reset failed",2025-07-23 09:10,Account
63,"Server disk space full",2025-07-23 11:25,Server
64,"Software crash on mobile",2025-07-23 13:40,Software
65,"Feature request: dashboard analytics",2025-07-24 08:30,Feature
66,"Database query error",2025-07-24 10:45,Database
67,"Billing issue: payment declined",2025-07-24 12:15,Billing
68,"App freezing during sync",2025-07-25 09:00,Software
69,"Network connectivity intermittent",2025-07-25 11:20,Network
70,"Account two-factor authentication issue",2025-07-25 13:30,Account
71,"Software error: UI not rendering",2025-07-25 15:45,Software
72,"Server response time slow",2025-07-26 08:10,Server
73,"Billing query: invoice not received",2025-07-26 10:25,Billing
74,"Feature request: user profile customization",2025-07-26 12:40,Feature
75,"Database connection refused",2025-07-26 14:55,Database
76,"Account login timeout",2025-07-27 09:20,Account
77,"App crash on specific device",2025-07-27 11:35,Software
78,"Network bandwidth issue",2025-07-27 13:50,Network
79,"Billing dispute: unauthorized charge",2025-07-28 08:15,Billing
80,"Server maintenance downtime",2025-07-28 10:30,Server
81,"Software bug: data not saving",2025-07-28 12:45,Software
82,"Feature request: real-time updates",2025-07-29 09:00,Feature
83,"Database performance degraded",2025-07-29 11:15,Database
84,"Account access restricted",2025-07-29 13:30,Account
85,"App not loading images",2025-07-30 08:20,Software
86,"Network proxy error",2025-07-30 10:35,Network
87,"Billing issue: plan upgrade failed",2025-07-30 12:50,Billing
88,"Server crash during backup",2025-07-31 09:10,Server
89,"Software crash on new update",2025-07-31 11:25,Software
90,"Feature request: mobile app support",2025-07-31 13:40,Feature
91,"Database index error",2025-08-01 08:00,Database
92,"Account verification email not sent",2025-08-01 10:15,Account
93,"App slow during peak usage",2025-08-01 12:30,Software
94,"Network connection dropped",2025-08-02 09:45,Network
95,"Billing error: incorrect discount",2025-08-02 11:00,Billing
96,"Server overload issue",2025-08-02 13:15,Server
97,"Software bug: login loop",2025-08-03 08:20,Software
98,"Feature request: bulk data import",2025-08-03 10:35,Feature
99,"Database backup restore failed",2025-08-03 12:50,Database
100,"Account password change issue",2025-08-04 09:10,Account
101,"App not displaying data",2025-08-04 11:25,Software
102,"Network latency during sync",2025-08-04 13:40,Network
103,"Billing query: payment refund",2025-08-05 08:00,Billing
104,"Server maintenance notification needed",2025-08-05 10:15,Server
105,"Software crash on export",2025-08-05 12:30,Software
106,"Feature request: custom reports",2025-08-06 09:45,Feature
107,"Database access error",2025-08-06 11:00,Database
108,"Account locked unexpectedly",2025-08-06 13:15,Account
109,"App freezing on load",2025-08-07 08:20,Software
110,"Network firewall issue",2025-08-07 10:35,Network
111,"Billing issue: overbilled",2025-08-07 12:50,Billing
112,"Server disk full alert",2025-08-08 09:10,Server
113,"Software bug: UI glitch",2025-08-08 11:25,Software
114,"Feature request: single sign-on",2025-08-08 13:40,Feature
115,"Database query timeout",2025-08-09 08:00,Database
116,"Account email not updating",2025-08-09 10:15,Account
117,"App crash during import",2025-08-09 12:30,Software
118,"Network connection unstable",2025-08-10 09:45,Network
119,"Billing dispute: wrong charge",2025-08-10 11:00,Billing
120,"Server performance issue",2025-08-10 13:15,Server
121,"Software error: data mismatch",2025-08-11 08:20,Software
122,"Feature request: user permissions",2025-08-11 10:35,Feature
123,"Database connection dropped",2025-08-11 12:50,Database
124,"Account recovery assistance",2025-08-12 09:10,Account
125,"App not responding",2025-08-12 11:25,Software
126,"Network outage reported",2025-08-12 13:40,Network
127,"Billing query: subscription cancel",2025-08-13 08:00,Billing
128,"Server reboot required",2025-08-13 10:15,Server
129,"Software crash on startup",2025-08-13 12:30,Software
130,"Feature request: data export",2025-08-14 09:45,Feature
131,"Database error: table missing",2025-08-14 11:00,Database
132,"Account login issue",2025-08-14 13:15,Account
133,"App slow response time",2025-08-15 08:20,Software
134,"Network latency issue",2025-08-15 10:35,Network
135,"Billing issue: payment error",2025-08-15 12:50,Billing
136,"Server down unexpectedly",2025-08-16 09:10,Server
137,"Software bug: incorrect output",2025-08-16 11:25,Software
138,"Feature request: cloud sync",2025-08-16 13:40,Feature
139,"Database migration failure",2025-08-17 08:00,Database
140,"Account password reset issue",2025-08-17 10:15,Account
141,"App crash on specific feature",2025-08-17 12:30,Software
142,"Network security alert",2025-08-18 09:45,Network
143,"Billing dispute: overcharge",2025-08-18 11:00,Billing
144,"Server maintenance overdue",2025-08-18 13:15,Server
145,"Software error: file not found",2025-08-19 08:20,Software
146,"Feature request: user analytics",2025-08-19 10:35,Feature
147,"Database access denied",2025-08-19 12:50,Database
148,"Account verification delay",2025-08-20 09:10,Account
149,"App not loading correctly",2025-08-20 11:25,Software
150,"Network connection timeout",2025-08-20 13:40,Network
151,"Billing issue: incorrect plan",2025-08-21 08:00,Billing
152,"Server crash during update",2025-08-21 10:15,Server
153,"Software bug: data corruption",2025-08-21 12:30,Software
154,"Feature request: custom themes",2025-08-22 09:45,Feature
155,"Database query slow",2025-08-22 11:00,Database
156,"Account login failure",2025-08-22 13:15,Account
157,"App freezing on startup",2025-08-23 08:20,Software
158,"Network bandwidth low",2025-08-23 10:35,Network
159,"Billing query: refund delay",2025-08-23 12:50,Billing
160,"Server performance degraded",2025-08-24 09:10,Server
161,"Software crash during sync",2025-08-24 11:25,Software
162,"Feature request: multi-language support",2025-08-24 13:40,Feature
163,"Database backup error",2025-08-25 08:00,Database
164,"Account email change issue",2025-08-25 10:15,Account
165,"App not displaying content",2025-08-25 12:30,Software
166,"Network firewall blocking",2025-08-26 09:45,Network
167,"Billing error: double billed",2025-08-26 11:00,Billing
168,"Server disk space issue",2025-08-26 13:15,Server
169,"Software bug: UI freeze",2025-08-27 08:20,Software
170,"Feature request: data visualization",2025-08-27 10:35,Feature
171,"Database connection error",2025-08-27 12:50,Database
172,"Account locked out",2025-08-28 09:10,Account
173,"App crash on export",2025-08-28 11:25,Software
174,"Network latency reported",2025-08-28 13:40,Network
175,"Billing issue: payment not processed",2025-08-29 08:00,Billing
176,"Server reboot failure",2025-08-29 10:15,Server
177,"Software error: data not loading",2025-08-29 12:30,Software
178,"Feature request: user roles",2025-08-30 09:45,Feature
179,"Database performance issue",2025-08-30 11:00,Database
180,"Account password issue",2025-08-30 13:15,Account
181,"App slow to respond",2025-08-31 08:20,Software
182,"Network outage detected",2025-08-31 10:35,Network
183,"Billing dispute: incorrect charge",2025-08-31 12:50,Billing
184,"Server maintenance required",2025-07-09 14:00,Server
185,"Software crash on login",2025-07-09 16:15,Software
186,"Feature request: export to CSV",2025-07-10 08:30,Feature
187,"Database query failure",2025-07-10 10:45,Database
188,"Account setup assistance",2025-07-10 13:00,Account
189,"App not syncing properly",2025-07-11 09:15,Software
190,"Network connection dropped",2025-07-11 11:30,Network
191,"Billing issue: overcharged",2025-07-11 13:45,Billing
192,"Server timeout issue",2025-07-12 08:00,Server
193,"Software bug: incorrect display",2025-07-12 10:15,Software
194,"Feature request: dark theme",2025-07-12 12:30,Feature
195,"Database access issue",2025-07-13 09:45,Database
196,"Account verification problem",2025-07-13 12:00,Account
197,"App crash during update",2025-07-13 14:15,Software
198,"Network latency concern",2025-07-14 08:30,Network
199,"Billing query: subscription issue",2025-07-14 10:45,Billing
200,"Server crash reported",2025-07-14 13:00,Server
201,"Software error: file corruption",2025-07-15 09:15,Software
202,"Feature request: user dashboard",2025-07-15 11:30,Feature
203,"Database backup issue",2025-07-15 13:45,Database
204,"Account login error",2025-07-16 08:00,Account
205,"App freezing during sync",2025-07-16 10:15,Software
206,"Network firewall issue",2025-07-16 12:30,Network
207,"Billing error: wrong amount",2025-07-17 08:45,Billing
208,"Server disk full",2025-07-17 11:00,Server
209,"Software bug: data loss",2025-07-17 13:15,Software
210,"Feature request: real-time sync",2025-07-18 09:30,Feature
211,"Database connection timeout",2025-07-18 11:45,Database
212,"Account password reset error",2025-07-18 14:00,Account
213,"App not loading images",2025-07-19 08:15,Software
214,"Network bandwidth issue",2025-07-19 10:30,Network
215,"Billing dispute: refund request",2025-07-19 12:45,Billing
216,"Server performance slow",2025-07-20 09:00,Server
217,"Software crash on mobile",2025-07-20 11:15,Software
218,"Feature request: API access",2025-07-20 13:30,Feature
219,"Database query error",2025-07-21 08:45,Database
220,"Account email update issue",2025-07-21 11:00,Account
221,"App slow during peak hours",2025-07-21 13:15,Software
222,"Network outage reported",2025-07-22 09:30,Network
223,"Billing issue: payment declined",2025-07-22 11:45,Billing
224,"Server maintenance needed",2025-07-22 14:00,Server
225,"Software bug: UI not rendering",2025-07-23 08:15,Software
226,"Feature request: custom alerts",2025-07-23 10:30,Feature
227,"Database access denied",2025-07-23 12:45,Database
228,"Account locked after attempts",2025-07-24 09:00,Account
229,"App crash on specific page",2025-07-24 11:15,Software
230,"Network connection unstable",2025-07-24 13:30,Network
231,"Billing query: overbilled",2025-07-25 08:45,Billing
232,"Server crash during backup",2025-07-25 11:00,Server
233,"Software error: data not saving",2025-07-25 13:15,Software
234,"Feature request: offline access",2025-07-26 09:30,Feature
235,"Database performance issue",2025-07-26 11:45,Database
236,"Account verification delay",2025-07-26 14:00,Account
237,"App not responding to inputs",2025-07-27 08:15,Software
238,"Network security concern",2025-07-27 10:30,Network
239,"Billing error: double charge",2025-07-27 12:45,Billing
240,"Server disk space full",2025-07-28 09:00,Server
241,"Software crash on startup",2025-07-28 11:15,Software
242,"Feature request: user analytics",2025-07-28 13:30,Feature
243,"Database backup failed",2025-07-29 08:45,Database
244,"Account login issue",2025-07-29 11:00,Account
245,"App slow to load",2025-07-29 13:15,Software
246,"Network latency issue",2025-07-30 09:30,Network
247,"Billing issue: incorrect plan",2025-07-30 11:45,Billing
248,"Server timeout reported",2025-07-30 14:00,Server
249,"Software bug: incorrect output",2025-07-31 08:15,Software
250,"Feature request: multi-user support",2025-07-31 10:30,Feature
251,"Database connection error",2025-07-31 12:45,Database
252,"Account password change issue",2025-08-01 09:00,Account
253,"App crash during export",2025-08-01 11:15,Software
254,"Network firewall blocking",2025-08-01 13:30,Network
255,"Billing dispute: overcharge",2025-08-02 08:45,Billing
256,"Server maintenance overdue",2025-08-02 11:00,Server
257,"Software error: file not found",2025-08-02 13:15,Software
258,"Feature request: custom dashboard",2025-08-03 09:30,Feature
259,"Database query timeout",2025-08-03 11:45,Database
260,"Account email not updating",2025-08-03 14:00,Account
261,"App freezing on load",2025-08-04 08:15,Software
262,"Network connection dropped",2025-08-04 10:30,Network
263,"Billing query: subscription cancel",2025-08-04 12:45,Billing
264,"Server performance issue",2025-08-05 09:00,Server
265,"Software bug: data corruption",2025-08-05 11:15,Software
266,"Feature request: cloud sync",2025-08-05 13:30,Feature
267,"Database migration failure",2025-08-06 08:45,Database
268,"Account login failure",2025-08-06 11:00,Account
269,"App not displaying content",2025-08-06 13:15,Software
270,"Network bandwidth low",2025-08-07 09:30,Network
271,"Billing error: wrong amount",2025-08-07 11:45,Billing
272,"Server crash during update",2025-08-07 14:00,Server
273,"Software crash on mobile",2025-08-08 08:15,Software
274,"Feature request: user permissions",2025-08-08 10:30,Feature
275,"Database access issue",2025-08-08 12:45,Database
276,"Account verification problem",2025-08-09 09:00,Account
277,"App slow during peak hours",2025-08-09 11:15,Software
278,"Network outage detected",2025-08-09 13:30,Network
279,"Billing issue: payment declined",2025-08-10 08:45,Billing
280,"Server maintenance needed",2025-08-10 11:00,Server
281,"Software bug: UI glitch",2025-08-10 13:15,Software
282,"Feature request: real-time updates",2025-08-11 09:30,Feature
283,"Database query error",2025-08-11 11:45,Database
284,"Account password reset error",2025-08-11 14:00,Account
285,"App not loading images",2025-08-12 08:15,Software
286,"Network latency concern",2025-08-12 10:30,Network
287,"Billing dispute: refund request",2025-08-12 12:45,Billing
288,"Server disk full alert",2025-08-13 09:00,Server
289,"Software crash during sync",2025-08-13 11:15,Software
290,"Feature request: mobile app support",2025-08-13 13:30,Feature
291,"Database connection refused",2025-08-14 08:45,Database
292,"Account email update issue",2025-08-14 11:00,Account
293,"App crash on specific feature",2025-08-14 13:15,Software
294,"Network security alert",2025-08-15 09:30,Network
295,"Billing error: double charge",2025-08-15 11:45,Billing
296,"Server performance slow",2025-08-15 14:00,Server
297,"Software error: data not saving",2025-08-16 08:15,Software
298,"Feature request: custom reports",2025-08-16 10:30,Feature
299,"Database backup issue",2025-08-16 12:45,Database
300,"Account locked unexpectedly",2025-08-17 09:00,Account
301,"App freezing on startup",2025-08-17 11:15,Software
302,"Network connection unstable",2025-08-17 13:30,Network
303,"Billing query: overbilled",2025-08-18 08:45,Billing
304,"Server reboot required",2025-08-18 11:00,Server
305,"Software bug: incorrect display",2025-08-18 13:15,Software
306,"Feature request: user dashboard",2025-08-19 09:30,Feature
307,"Database query failure",2025-08-19 11:45,Database
308,"Account login error",2025-08-19 14:00,Account
309,"App not syncing properly",2025-08-20 08:15,Software
310,"Network firewall blocking",2025-08-20 10:30,Network
311,"Billing issue: incorrect plan",2025-08-20 12:45,Billing
312,"Server timeout issue",2025-08-21 09:00,Server
313,"Software crash on login",2025-08-21 11:15,Software
314,"Feature request: export to CSV",2025-08-21 13:30,Feature
315,"Database access issue",2025-08-22 08:45,Database
316,"Account verification problem",2025-08-22 11:00,Account
317,"App slow to respond",2025-08-22 13:15,Software
318,"Network latency issue",2025-08-23 09:30,Network
319,"Billing dispute: overcharge",2025-08-23 11:45,Billing
320,"Server crash reported",2025-08-23 14:00,Server
321,"Software error: file corruption",2025-08-24 08:15,Software
322,"Feature request: custom alerts",2025-08-24 10:30,Feature
323,"Database connection timeout",2025-08-24 12:45,Database
324,"Account password reset issue",2025-08-25 09:00,Account
325,"App not loading correctly",2025-08-25 11:15,Software
326,"Network bandwidth low",2025-08-25 13:30,Network
327,"Billing error: payment declined",2025-08-26 08:45,Billing
328,"Server maintenance needed",2025-08-26 11:00,Server
329,"Software bug: data loss",2025-08-26 13:15,Software
330,"Feature request: real-time sync",2025-08-27 09:30,Feature
331,"Database query error",2025-08-27 11:45,Database
332,"Account email update issue",2025-08-27 14:00,Account
333,"App crash during import",2025-08-28 08:15,Software
334,"Network outage reported",2025-08-28 10:30,Network
335,"Billing query: subscription cancel",2025-08-28 12:45,Billing
336,"Server disk full alert",2025-08-29 09:00,Server
337,"Software crash on mobile",2025-08-29 11:15,Software
338,"Feature request: user analytics",2025-08-29 13:30,Feature
339,"Database backup failed",2025-08-30 08:45,Database
340,"Account locked after attempts",2025-08-30 11:00,Account
341,"App not displaying content",2025-08-30 13:15,Software
342,"Network security concern",2025-08-31 09:30,Network
343,"Billing issue: double charge",2025-08-31 11:45,Billing
344,"Server performance slow",2025-07-09 14:00,Server
345,"Software error: UI not rendering",2025-07-09 16:15,Software
346,"Feature request: custom dashboard",2025-07-10 08:30,Feature
347,"Database access denied",2025-07-10 10:45,Database
348,"Account login failure",2025-07-10 13:00,Account
